Source,Destination,Packet_Size,Attack_Type,Timestamp,Direction
Client1,Server,1517,DDoS,425.1246060510058,OUT
Client2,Server,920,Exfiltration,425.21265190926744,OUT
Client4,Server,1603,DDoS,425.22001627540226,OUT
Client3,Server,968,Exfiltration,425.2278661997043,OUT
Client5,Server,124,PortScan,425.23170959013123,OUT
Client1,Server,387,BruteForce,425.23547052633694,OUT
Client2,Server,367,BruteForce,425.3434417144908,OUT
Client5,Server,1064,Exfiltration,425.4111626330422,OUT
Client4,Server,206,BruteForce,425.4564595206835,OUT
Client1,Server,663,Benign,425.47611893169153,OUT
Client3,Server,184,PortScan,425.77061490062687,OUT
Client1,Server,242,BruteForce,425.9136613472507,OUT
Client2,Server,1648,DDoS,426.0148208974225,OUT
Client4,Server,1919,DDoS,426.0301412858298,OUT
Client3,Server,1025,Exfiltration,426.04871534514507,OUT
Client4,Server,391,BruteForce,426.1276561802657,OUT
Client1,Server,684,Benign,426.1312331798783,OUT
Client2,Server,191,PortScan,426.17565445320054,OUT
Client5,Server,1127,Exfiltration,426.1759046189783,OUT
Client2,Server,1031,Exfiltration,426.23525143852856,OUT
Client1,Server,1334,DDoS,426.40586112981634,OUT
Client3,Server,197,PortScan,426.42250122402135,OUT
Client2,Server,264,BruteForce,426.529504014816,OUT
Client5,Server,126,PortScan,426.6790726219932,OUT
Client1,Server,1150,Benign,426.9246890336844,OUT
Client3,Server,962,Exfiltration,426.9421989879624,OUT
Client1,Server,298,BruteForce,426.9459018403141,OUT
Client3,Server,150,PortScan,426.9557585872066,OUT
Client4,Server,327,BruteForce,426.9932607745473,OUT
Client4,Server,1414,DDoS,427.2388597676707,OUT
Client5,Server,894,Exfiltration,427.37995099951036,OUT
Client2,Server,1723,DDoS,427.48711071853626,OUT
Client2,Server,1048,Exfiltration,427.5003092795597,OUT
Client1,Server,443,Benign,427.50162176826615,OUT
Client2,Server,390,BruteForce,427.6000898155001,OUT
Client2,Server,229,PortScan,427.61132654025465,OUT
Client1,Server,1647,DDoS,427.8105439861653,OUT
Client4,Server,1661,DDoS,427.8231790075745,OUT
Client4,Server,399,BruteForce,427.9260538847215,OUT
Client5,Server,296,PortScan,428.09192003448567,OUT
Client1,Server,659,Benign,428.1843817188059,OUT
Client3,Server,927,Exfiltration,428.28931376210414,OUT
Client2,Server,398,BruteForce,428.29386908174297,OUT
Client1,Server,217,BruteForce,428.29741942833857,OUT
Client3,Server,265,PortScan,428.3410094709077,OUT
Client1,Server,440,Benign,428.50429538605084,OUT
Client2,Server,1735,DDoS,428.5066313669428,OUT
Client5,Server,1054,Exfiltration,428.5361959350356,OUT
Client5,Server,180,PortScan,428.70169897237093,OUT
Client2,Server,127,PortScan,428.7962752187515,OUT
Client1,Server,325,BruteForce,428.859020726394,OUT
Client2,Server,928,Exfiltration,428.8699393541929,OUT
Client1,Server,1433,Benign,428.9025221689652,OUT
Client3,Server,202,PortScan,428.97336294591645,OUT
Client1,Server,1915,DDoS,429.100666945578,OUT
Client4,Server,276,BruteForce,429.1328656611461,OUT
Client4,Server,1741,DDoS,429.22024332985194,OUT
Client2,Server,400,BruteForce,429.34986672360793,OUT
Client5,Server,281,PortScan,429.36701583237704,OUT
Client3,Server,985,Exfiltration,429.4788401309624,OUT
Client1,Server,400,Benign,429.4993823923874,OUT
Client5,Server,819,Exfiltration,429.59027553275547,OUT
Client2,Server,1292,DDoS,429.6491731196147,OUT
Client1,Server,1434,Benign,429.7482292203359,OUT
Client1,Server,302,BruteForce,429.9515888271514,OUT
Client2,Server,1079,Exfiltration,430.0459210173077,OUT
Client2,Server,206,PortScan,430.0812913617863,OUT
Client4,Server,255,BruteForce,430.09544676699994,OUT
Client1,Server,1477,Benign,430.13044398625453,OUT
Client3,Server,102,PortScan,430.1383008797884,OUT
Client4,Server,1513,DDoS,430.35623362138745,OUT
Client5,Server,1038,Exfiltration,430.36585491060515,OUT
Client1,Server,1578,DDoS,430.4837693520509,OUT
Client5,Server,183,PortScan,430.5141993557227,OUT
Client3,Server,966,Exfiltration,430.6246854271226,OUT
Client3,Server,289,PortScan,430.6724706522977,OUT
Client1,Server,1448,Benign,430.6853718953767,OUT
Client2,Server,250,PortScan,430.6865866205817,OUT
Client2,Server,396,BruteForce,430.69201633138607,OUT
Client4,Server,236,BruteForce,430.8219758538803,OUT
Client2,Server,839,Exfiltration,431.0429168488798,OUT
Client2,Server,1270,DDoS,431.0824832817538,OUT
Client2,Server,394,BruteForce,431.24733269490304,OUT
Client1,Server,1371,Benign,431.25233426923,OUT
Client1,Server,331,BruteForce,431.3383635100455,OUT
Client1,Server,1505,DDoS,431.4166390267911,OUT
Client3,Server,220,PortScan,431.43369824572716,OUT
Client1,Server,1164,Benign,431.4618180709529,OUT
Client2,Server,108,PortScan,431.49485770139023,OUT
Client4,Server,277,BruteForce,431.5598301590682,OUT
Client3,Server,1001,Exfiltration,431.7491382469491,OUT
Client4,Server,1260,DDoS,431.7542691644893,OUT
Client5,Server,870,Exfiltration,431.79568954754103,OUT
Client2,Server,343,BruteForce,431.8509503266889,OUT
Client5,Server,205,PortScan,431.90153911869277,OUT
Client2,Server,1061,Exfiltration,431.90585007423795,OUT
Client1,Server,422,Benign,432.02794925002735,OUT
Client2,Server,1641,DDoS,432.31444406329723,OUT
Client4,Server,1723,DDoS,432.3344206725823,OUT
Client5,Server,1068,Exfiltration,432.34377428021196,OUT
Client2,Server,229,PortScan,432.5042437286435,OUT
Client1,Server,297,BruteForce,432.5508962445367,OUT
Client1,Server,1287,Benign,432.57166106695917,OUT
Client1,Server,1846,DDoS,432.6811809646184,OUT
Client3,Server,125,PortScan,432.7374652372205,OUT
Client3,Server,1064,Exfiltration,432.76230213048683,OUT
Client4,Server,224,BruteForce,432.8329108659446,OUT
Client5,Server,160,PortScan,432.86480659199003,OUT
Client2,Server,335,BruteForce,432.9107876404054,OUT
Client4,Server,1725,DDoS,432.926686974215,OUT
Client2,Server,1923,DDoS,432.9286282295737,OUT
Client2,Server,259,PortScan,433.0543801350616,OUT
Client1,Server,504,Benign,433.0987240349318,OUT
Client1,Server,204,BruteForce,433.11039306085837,OUT
Client2,Server,881,Exfiltration,433.11620837824773,OUT
Client1,Server,1945,DDoS,433.3152569899689,OUT
Client3,Server,152,PortScan,433.3274491190233,OUT
Client1,Server,929,Benign,433.3791634900807,OUT
Client4,Server,1400,DDoS,433.5633538552474,OUT
Client2,Server,399,BruteForce,433.6612816408046,OUT
Client1,Server,235,BruteForce,433.77873260313555,OUT
Client3,Server,1158,Exfiltration,433.82501201984905,OUT
Client5,Server,1148,Exfiltration,433.83044278935336,OUT
Client1,Server,1230,DDoS,433.83200439022784,OUT
Client1,Server,842,Benign,433.84624589729384,OUT
Client2,Server,1803,DDoS,433.9053081785845,OUT
Client4,Server,202,BruteForce,433.943271025101,OUT
Client2,Server,1137,Exfiltration,434.15043658208,OUT
Client1,Server,1355,Benign,434.2498153421323,OUT
Client5,Server,125,PortScan,434.3413780572078,OUT
Client3,Server,263,PortScan,434.4151266416221,OUT
Client2,Server,246,PortScan,434.4778544213318,OUT
Client5,Server,902,Exfiltration,434.51390009373455,OUT
Client1,Server,303,BruteForce,434.59799382589495,OUT
Client2,Server,1121,Exfiltration,434.7441235304892,OUT
Client4,Server,2000,DDoS,434.81242009602425,OUT
Client2,Server,264,BruteForce,434.85008127962783,OUT
Client3,Server,150,PortScan,434.92678321358864,OUT
Client1,Server,1340,Benign,434.9483262131816,OUT
Client4,Server,391,BruteForce,434.98105812307796,OUT
Client1,Server,292,BruteForce,435.11078454513466,OUT
Client3,Server,831,Exfiltration,435.1271126391713,OUT
Client2,Server,1369,DDoS,435.28366787604773,OUT
Client1,Server,1298,DDoS,435.28443388846915,OUT
Client5,Server,242,PortScan,435.35593384987936,OUT
Client1,Server,1023,Benign,435.6065461340244,OUT
Client5,Server,938,Exfiltration,435.701607659951,OUT
Client2,Server,246,PortScan,435.78551580448527,OUT
Client3,Server,1138,Exfiltration,435.78672293934574,OUT
Client2,Server,1040,Exfiltration,435.82301067660035,OUT
Client1,Server,322,BruteForce,435.83410212658487,OUT
Client1,Server,770,Benign,435.85569542166684,OUT
Client1,Server,1245,DDoS,435.8843209273719,OUT
Client2,Server,1222,DDoS,435.92599744333864,OUT
Client4,Server,266,BruteForce,435.96214841565717,OUT
Client4,Server,1338,DDoS,436.1928231451057,OUT
Client2,Server,332,BruteForce,436.1942737216983,OUT
Client3,Server,169,PortScan,436.34727661610725,OUT
Client5,Server,174,PortScan,436.43465884112084,OUT
Client1,Server,734,Benign,436.53326774106586,OUT
Client4,Server,274,BruteForce,436.80200940906127,OUT
Client2,Server,978,Exfiltration,436.835887490009,OUT
Client1,Server,283,BruteForce,436.8777303101163,OUT
Client2,Server,140,PortScan,436.90531706019794,OUT
Client3,Server,290,PortScan,436.914838041985,OUT
Client2,Server,1355,DDoS,436.95371472983084,OUT
Client5,Server,1073,Exfiltration,436.9558394040847,OUT
Client1,Server,1430,Benign,437.0828455595888,OUT
Client3,Server,806,Exfiltration,437.1153899202665,OUT
Client1,Server,1426,Benign,437.34003688159754,OUT
Client1,Server,1873,DDoS,437.3483861077714,OUT
Client5,Server,293,PortScan,437.42241123401436,OUT
Client4,Server,1243,DDoS,437.4362281552203,OUT
Client3,Server,272,PortScan,437.4491775077981,OUT
Client2,Server,162,PortScan,437.5003727143476,OUT
Client2,Server,396,BruteForce,437.50955804366185,OUT
Client5,Server,1087,Exfiltration,437.56339647177646,OUT
Client2,Server,1471,DDoS,437.5638268975213,OUT
Client4,Server,242,BruteForce,437.6132388802758,OUT
Client2,Server,906,Exfiltration,437.63300614421854,OUT
Client1,Server,384,BruteForce,437.63537938489753,OUT
Client1,Server,441,Benign,438.01821736968077,OUT
Client1,Server,1522,DDoS,438.04229142792354,OUT
Client3,Server,852,Exfiltration,438.1004673983556,OUT
Client2,Server,395,BruteForce,438.1625941364055,OUT
Client5,Server,259,PortScan,438.21288969042536,OUT
Client2,Server,918,Exfiltration,438.2903966692923,OUT
Client4,Server,1275,DDoS,438.4328718410717,OUT
Client2,Server,190,PortScan,438.4391291256541,OUT
Client4,Server,398,BruteForce,438.5037335869716,OUT
Client5,Server,947,Exfiltration,438.5568518471793,OUT
Client1,Server,425,Benign,438.6605905468643,OUT
Client2,Server,376,BruteForce,438.6677153543914,OUT
Client2,Server,1307,DDoS,438.7382287558925,OUT
Client3,Server,144,PortScan,438.86497724719254,OUT
Client1,Server,225,BruteForce,438.9588149314608,OUT
Client1,Server,1288,DDoS,439.13821926354626,OUT
Client4,Server,298,BruteForce,439.1912483938067,OUT
Client1,Server,910,Benign,439.2011291271576,OUT
Client2,Server,124,PortScan,439.24463627815805,OUT
Client3,Server,1155,Exfiltration,439.40486436935294,OUT
Client1,Server,738,Benign,439.4520704959136,OUT
Client2,Server,815,Exfiltration,439.47409180513296,OUT
Client5,Server,251,PortScan,439.51456290805254,OUT
Client4,Server,1382,DDoS,439.642268907724,OUT
Client2,Server,1622,DDoS,439.663067647456,OUT
Client1,Server,1108,Benign,439.8041815873086,OUT
Client3,Server,172,PortScan,439.8725204325808,OUT
Client5,Server,954,Exfiltration,439.9078784602772,OUT
Client2,Server,226,BruteForce,439.9247412389588,OUT
Client3,Server,1180,Exfiltration,439.9410793138757,OUT
Client5,Server,147,PortScan,440.1111258057249,OUT
Client1,Server,1602,DDoS,440.34880019372224,OUT
Client1,Server,508,Benign,440.35792058597815,OUT
Client1,Server,308,BruteForce,440.3836995253939,OUT
Client3,Server,207,PortScan,440.45029458204084,OUT
Client4,Server,262,BruteForce,440.4870686660684,OUT
Client1,Server,1436,Benign,440.6773005951816,OUT
Client2,Server,212,PortScan,440.698653824571,OUT
Client2,Server,816,Exfiltration,440.7007748853072,OUT
Client5,Server,1006,Exfiltration,440.78105497256814,OUT
Client2,Server,1511,DDoS,440.80184879573534,OUT
Client4,Server,1434,DDoS,440.84517268815796,OUT
Client2,Server,233,BruteForce,440.90304000185694,OUT
Client1,Server,1383,DDoS,441.11260649847884,OUT
Client1,Server,823,Benign,441.16978116628746,OUT
Client4,Server,392,BruteForce,441.3265172021848,OUT
Client3,Server,863,Exfiltration,441.3436972392166,OUT
Client2,Server,196,PortScan,441.3636306159634,OUT
Client5,Server,978,Exfiltration,441.37528506216245,OUT
Client5,Server,173,PortScan,441.4979911562157,OUT
Client2,Server,1272,DDoS,441.57155853682684,OUT
Client3,Server,137,PortScan,441.6111485521258,OUT
Client1,Server,1456,Benign,441.61845309210497,OUT
Client1,Server,201,BruteForce,441.64387658504006,OUT
Client2,Server,239,BruteForce,441.68905547416,OUT
Client1,Server,1770,DDoS,441.7224138942615,OUT
Client2,Server,936,Exfiltration,441.7621156499979,OUT
Client4,Server,314,BruteForce,441.9280350881264,OUT
Client4,Server,1306,DDoS,441.9771378505831,OUT
Client1,Server,1441,Benign,442.06123635915833,OUT
Client1,Server,290,BruteForce,442.21757317266804,OUT
Client5,Server,914,Exfiltration,442.23404300437466,OUT
Client1,Server,1366,DDoS,442.3036633984199,OUT
Client2,Server,1720,DDoS,442.33323041421886,OUT
Client3,Server,137,PortScan,442.3989005490827,OUT
Client2,Server,1057,Exfiltration,442.5002153099037,OUT
Client5,Server,140,PortScan,442.5151265657795,OUT
Client2,Server,330,BruteForce,442.6052015174962,OUT
Client3,Server,1056,Exfiltration,442.6217598856092,OUT
Client1,Server,755,Benign,442.7561286047002,OUT
Client1,Server,1358,DDoS,442.80772598413205,OUT
Client2,Server,177,PortScan,442.82464670163165,OUT
Client5,Server,873,Exfiltration,443.0922402283801,OUT
Client1,Server,347,BruteForce,443.10600987389535,OUT
Client3,Server,262,PortScan,443.2561343799694,OUT
Client1,Server,679,Benign,443.2732585074921,OUT
Client4,Server,1667,DDoS,443.2791251564954,OUT
Client2,Server,851,Exfiltration,443.3089261997415,OUT
Client4,Server,316,BruteForce,443.3700103025221,OUT
Client3,Server,1163,Exfiltration,443.38348941320294,OUT
Client2,Server,1274,DDoS,443.60668524865196,OUT
Client1,Server,371,BruteForce,443.7226508466125,OUT
Client5,Server,293,PortScan,443.741106493646,OUT
Client1,Server,1287,DDoS,443.7670971660126,OUT
Client5,Server,1065,Exfiltration,443.80739013287706,OUT
Client1,Server,1134,Benign,443.9012323305344,OUT
Client2,Server,363,BruteForce,444.01090189031805,OUT
Client3,Server,805,Exfiltration,444.04778527250136,OUT
Client3,Server,188,PortScan,444.09351041174847,OUT
Client2,Server,259,PortScan,444.2515905511861,OUT
Client1,Server,1179,Benign,444.31484287190415,OUT
Client1,Server,1507,DDoS,444.47680339711275,OUT
Client2,Server,1193,Exfiltration,444.50154831421645,OUT
Client5,Server,152,PortScan,444.5295964521824,OUT
Client2,Server,1725,DDoS,444.59129282437317,OUT
Client4,Server,329,BruteForce,444.62084320175427,OUT
Client3,Server,993,Exfiltration,444.6904201900872,OUT
Client4,Server,1444,DDoS,444.76769460492056,OUT
Client1,Server,1342,Benign,444.80328623683414,OUT
Client1,Server,338,BruteForce,444.8412687094872,OUT
Client3,Server,181,PortScan,444.91768909614166,OUT
Client1,Server,494,Benign,445.16126007673773,OUT
Client5,Server,976,Exfiltration,445.1946069176427,OUT
Client2,Server,140,PortScan,445.29827515516274,OUT
Client2,Server,308,BruteForce,445.34532728681546,OUT
Client1,Server,1372,DDoS,445.3721336970254,OUT
Client2,Server,1582,DDoS,445.45549636261995,OUT
Client2,Server,1067,Exfiltration,445.5188050654869,OUT
Client1,Server,1450,Benign,445.5626017820156,OUT
Client3,Server,163,PortScan,445.56535961808015,OUT
Client4,Server,1883,DDoS,445.5893466128313,OUT
Client5,Server,174,PortScan,445.65307507187623,OUT
Client3,Server,846,Exfiltration,445.80855394923395,OUT
Client1,Server,284,BruteForce,445.8155267369453,OUT
Client4,Server,334,BruteForce,445.92391328663604,OUT
Client2,Server,1097,Exfiltration,446.04360703614014,OUT
Client1,Server,451,Benign,446.0498180492467,OUT
Client1,Server,638,Benign,446.32739828774544,OUT
Client5,Server,922,Exfiltration,446.4015763757168,OUT
Client2,Server,374,BruteForce,446.4606235103398,OUT
Client2,Server,237,PortScan,446.5279472257805,OUT
Client3,Server,276,PortScan,446.5693283605944,OUT
Client1,Server,281,BruteForce,446.6073049219319,OUT
Client4,Server,1306,DDoS,446.718668515884,OUT
Client1,Server,1710,DDoS,446.72999830359004,OUT
Client5,Server,231,PortScan,446.86766000548465,OUT
Client2,Server,1838,DDoS,446.90350470279424,OUT
Client1,Server,1371,Benign,446.9201822878387,OUT
Client4,Server,264,BruteForce,447.06778358987356,OUT
Client2,Server,1085,Exfiltration,447.1280122665647,OUT
Client3,Server,946,Exfiltration,447.1865987627865,OUT
Client4,Server,1714,DDoS,447.2381032100759,OUT
Client3,Server,153,PortScan,447.2486039248236,OUT
Client2,Server,308,BruteForce,447.3882041289629,OUT
Client5,Server,1104,Exfiltration,447.409670500491,OUT
Client1,Server,503,Benign,447.5026861619528,OUT
Client2,Server,1851,DDoS,447.5441112268706,OUT
Client1,Server,363,BruteForce,447.6928304956581,OUT
Client1,Server,1667,DDoS,447.70822635880376,OUT
Client2,Server,1063,Exfiltration,447.7156617136387,OUT
Client3,Server,1186,Exfiltration,447.7566543540241,OUT
Client5,Server,242,PortScan,447.7826087890371,OUT
Client4,Server,210,BruteForce,447.90566864422885,OUT
Client1,Server,1010,Benign,447.93240604377775,OUT
Client2,Server,127,PortScan,447.966797018328,OUT
Client5,Server,901,Exfiltration,448.13360931238867,OUT
Client4,Server,1943,DDoS,448.2176413627388,OUT
Client1,Server,1166,Benign,448.46284001131795,OUT
Client3,Server,230,PortScan,448.53177290383326,OUT
Client4,Server,242,BruteForce,448.551150025974,OUT
Client3,Server,853,Exfiltration,448.55303951304023,OUT
Client2,Server,295,BruteForce,448.6618190612042,OUT
Client1,Server,1304,Benign,448.821406840235,OUT
Client5,Server,837,Exfiltration,448.84238652799684,OUT
Client2,Server,1288,DDoS,448.99828988034443,OUT
Client5,Server,148,PortScan,449.00419525665825,OUT
Client2,Server,234,PortScan,449.06737503973596,OUT
Client1,Server,1732,DDoS,449.1246977768892,OUT
Client2,Server,997,Exfiltration,449.12670579342506,OUT
Client1,Server,254,BruteForce,449.19097107236433,OUT
Client4,Server,1415,DDoS,449.29295418102834,OUT
Client4,Server,385,BruteForce,449.3270984261739,OUT
Client1,Server,1176,Benign,449.45880406992353,OUT
Client3,Server,186,PortScan,449.498391374647,OUT
Client3,Server,1102,Exfiltration,449.50043072530883,OUT
Client2,Server,1506,DDoS,449.53447759214055,OUT
Client5,Server,206,PortScan,449.596678659426,OUT
Client2,Server,353,BruteForce,449.6916132454938,OUT
Client1,Server,1179,Benign,449.92222254297957,OUT
Client4,Server,1490,DDoS,450.02323367867706,OUT
Client5,Server,1045,Exfiltration,450.0948025264713,OUT
Client2,Server,1905,DDoS,450.14050590746353,OUT
Client1,Server,232,BruteForce,450.14230382999017,OUT
Client2,Server,1084,Exfiltration,450.24049671140773,OUT
Client1,Server,1822,DDoS,450.2613155663536,OUT
Client3,Server,204,PortScan,450.27318455970754,OUT
Client4,Server,383,BruteForce,450.32946696395726,OUT
Client1,Server,1458,Benign,450.3561997293409,OUT
Client3,Server,808,Exfiltration,450.3677489747425,OUT
Client2,Server,156,PortScan,450.5340315582685,OUT
Client5,Server,102,PortScan,450.7532982776181,OUT
Client1,Server,1593,DDoS,450.92543330393,OUT
Client2,Server,328,BruteForce,450.93799266185874,OUT
Client1,Server,316,BruteForce,450.9633274426224,OUT
Client1,Server,451,Benign,450.9971805143564,OUT
Client5,Server,1006,Exfiltration,451.16801480075395,OUT
Client1,Server,717,Benign,451.20274279755256,OUT
Client2,Server,873,Exfiltration,451.24269996739525,OUT
Client4,Server,1812,DDoS,451.4069076475184,OUT
Client3,Server,872,Exfiltration,451.4547826151744,OUT
Client2,Server,1665,DDoS,451.49332534176676,OUT
Client4,Server,287,BruteForce,451.5654163243459,OUT
Client5,Server,255,PortScan,451.5788703940037,OUT
Client1,Server,1095,Benign,451.6333438623877,OUT
Client3,Server,285,PortScan,451.70705499019147,OUT
Client1,Server,1713,DDoS,451.76009324140534,OUT
Client1,Server,319,BruteForce,451.77094059900674,OUT
Client2,Server,311,BruteForce,451.96200257160734,OUT
Client2,Server,279,PortScan,452.0107418732775,OUT
Client2,Server,920,Exfiltration,452.01985510431024,OUT
Client2,Server,1201,DDoS,452.32031961661374,OUT
Client1,Server,649,Benign,452.3923949420245,OUT
Client5,Server,806,Exfiltration,452.42751062398304,OUT
Client4,Server,1425,DDoS,452.523915816823,OUT
Client4,Server,286,BruteForce,452.565066438523,OUT
Client3,Server,146,PortScan,452.64598655996394,OUT
Client1,Server,506,Benign,452.65765177375386,OUT
Client5,Server,210,PortScan,452.8434025094892,OUT
Client3,Server,1071,Exfiltration,452.9080733742735,OUT
Client1,Server,598,Benign,453.0576352565783,OUT
Client1,Server,1550,DDoS,453.11283916033545,OUT
Client2,Server,298,BruteForce,453.13683222147466,OUT
Client4,Server,340,BruteForce,453.22588230502146,OUT
Client1,Server,284,BruteForce,453.2451716705135,OUT
Client3,Server,804,Exfiltration,453.44452491499294,OUT
Client2,Server,285,PortScan,453.4631647045159,OUT
Client2,Server,1663,DDoS,453.48771813719594,OUT
Client2,Server,925,Exfiltration,453.48936247088267,OUT
Client4,Server,1251,DDoS,453.6645263448321,OUT
Client1,Server,449,Benign,453.7018668312592,OUT
Client1,Server,1658,DDoS,453.70594012084854,OUT
Client3,Server,235,PortScan,453.7991969171202,OUT
Client5,Server,1021,Exfiltration,453.8169330372163,OUT
Client2,Server,202,BruteForce,453.9943884076952,OUT
Client1,Server,252,BruteForce,454.13414914928705,OUT
Client3,Server,1070,Exfiltration,454.29825820194253,OUT
Client5,Server,261,PortScan,454.31535344291296,OUT
Client1,Server,1504,DDoS,454.31829949262675,OUT
Client1,Server,866,Benign,454.3377538792058,OUT
Client2,Server,270,PortScan,454.3457533906146,OUT
Client2,Server,1512,DDoS,454.3686837617552,OUT
Client4,Server,286,BruteForce,454.3870696782281,OUT
Client1,Server,1079,Benign,454.61919147986725,OUT
Client2,Server,1130,Exfiltration,454.83678887632766,OUT
Client2,Server,348,BruteForce,454.87953245102005,OUT
Client5,Server,873,Exfiltration,454.9476398778042,OUT
Client1,Server,329,BruteForce,455.0605592656483,OUT
Client3,Server,1161,Exfiltration,455.10919713536356,OUT
Client4,Server,1674,DDoS,455.14130365901116,OUT
Client2,Server,193,PortScan,455.1501066308136,OUT
Client3,Server,141,PortScan,455.1713203583171,OUT
Client1,Server,851,Benign,455.24151762483115,OUT
Client5,Server,135,PortScan,455.29421088532877,OUT
Client1,Server,1405,DDoS,455.33303096676394,OUT
Client1,Server,590,Benign,455.5194580659808,OUT
Client2,Server,333,BruteForce,455.6504363876591,OUT
Client1,Server,709,Benign,455.76906064064104,OUT
Client4,Server,343,BruteForce,455.8123619379415,OUT
Client2,Server,1102,Exfiltration,455.8384234823796,OUT
Client2,Server,1965,DDoS,455.85352477964585,OUT
Client5,Server,873,Exfiltration,455.92840823227834,OUT
Client1,Server,631,Benign,456.0726639925249,OUT
Client2,Server,294,PortScan,456.2369502726429,OUT
Client1,Server,324,BruteForce,456.34571378772864,OUT
Client3,Server,947,Exfiltration,456.38830197369106,OUT
Client2,Server,274,BruteForce,456.449507078908,OUT
Client5,Server,1125,Exfiltration,456.4855601091621,OUT
Client1,Server,1366,DDoS,456.5166957558664,OUT
Client4,Server,1806,DDoS,456.52470088480374,OUT
Client2,Server,875,Exfiltration,456.5473604725492,OUT
Client3,Server,300,PortScan,456.5756045129106,OUT
Client5,Server,245,PortScan,456.575862241207,OUT
Client1,Server,1186,Benign,456.6526710403474,OUT
Client2,Server,280,PortScan,456.96733906289177,OUT
Client3,Server,1098,Exfiltration,456.98145582414094,OUT
Client1,Server,309,BruteForce,457.00767384350445,OUT
Client1,Server,1562,DDoS,457.0209506766429,OUT
Client2,Server,1452,DDoS,457.0273510768211,OUT
Client5,Server,1137,Exfiltration,457.1372253419256,OUT
Client4,Server,261,BruteForce,457.2354991173528,OUT
Client1,Server,1180,Benign,457.30308132642926,OUT
Client3,Server,280,PortScan,457.32419581039795,OUT
Client5,Server,122,PortScan,457.6061758216687,OUT
Client4,Server,1245,DDoS,457.61985027351693,OUT
Client2,Server,290,BruteForce,457.75364035403993,OUT
Client2,Server,989,Exfiltration,457.8330557678238,OUT
Client1,Server,372,BruteForce,457.8532404254138,OUT
Client1,Server,1499,DDoS,457.85484980873883,OUT
Client2,Server,1293,DDoS,457.8749579338916,OUT
Client1,Server,772,Benign,457.9761300080364,OUT
Client2,Server,129,PortScan,458.0124830966572,OUT
Client4,Server,224,BruteForce,458.29792608094135,OUT
Client2,Server,375,BruteForce,458.3083229455478,OUT
Client5,Server,1176,Exfiltration,458.30904014980575,OUT
Client3,Server,810,Exfiltration,458.31383508676555,OUT
Client1,Server,657,Benign,458.48005713124394,OUT
Client2,Server,1472,DDoS,458.51840170264256,OUT
Client5,Server,254,PortScan,458.7272545715865,OUT
Client3,Server,152,PortScan,458.7779380302857,OUT
Client4,Server,1880,DDoS,458.7998374368365,OUT
Client2,Server,149,PortScan,458.8334031068832,OUT
Client4,Server,286,BruteForce,458.91898207762694,OUT
Client1,Server,1904,DDoS,458.96862837445997,OUT
Client2,Server,946,Exfiltration,458.9773769244347,OUT
Client3,Server,1037,Exfiltration,459.13782163351834,OUT
Client5,Server,981,Exfiltration,459.23775024437646,OUT
Client2,Server,360,BruteForce,459.2545164971638,OUT
Client1,Server,1382,Benign,459.2604472135626,OUT
Client1,Server,209,BruteForce,459.261949587021,OUT
Client5,Server,156,PortScan,459.57960932771465,OUT
Client1,Server,550,Benign,459.7095849799655,OUT
Client3,Server,979,Exfiltration,459.7199963033293,OUT
Client1,Server,1964,DDoS,459.7247063389483,OUT
Client2,Server,313,BruteForce,459.79839965744657,OUT
Client4,Server,397,BruteForce,459.8247627073915,OUT
Client2,Server,1360,DDoS,460.00410841927487,OUT
Client3,Server,166,PortScan,460.0190033984245,OUT
Client4,Server,1365,DDoS,460.0502939382968,OUT
Client2,Server,241,PortScan,460.1399633258722,OUT
Client5,Server,862,Exfiltration,460.26338921005976,OUT
Client1,Server,629,Benign,460.30278173476637,OUT
Client1,Server,215,BruteForce,460.41921937195997,OUT
Client2,Server,965,Exfiltration,460.42084913275704,OUT
Client3,Server,1050,Exfiltration,460.4905321041482,OUT
Client1,Server,571,Benign,460.5869354029961,OUT
Client1,Server,1584,DDoS,460.68849554527026,OUT
Client2,Server,365,BruteForce,460.70508610163756,OUT
Client4,Server,1955,DDoS,460.78528713598814,OUT
Client2,Server,1686,DDoS,460.82916703587784,OUT
Client2,Server,234,PortScan,460.82991558762797,OUT
Client5,Server,166,PortScan,460.9659900638283,OUT
Client2,Server,865,Exfiltration,461.1090898959892,OUT
Client1,Server,579,Benign,461.1518279614336,OUT
Client4,Server,339,BruteForce,461.24738773591645,OUT
Client3,Server,1088,Exfiltration,461.2954178113253,OUT
Client1,Server,1924,DDoS,461.31814739146205,OUT
Client3,Server,138,PortScan,461.37068668298605,OUT
Client2,Server,1348,DDoS,461.3828933471982,OUT
Client1,Server,397,BruteForce,461.4582606816628,OUT
Client4,Server,1341,DDoS,461.5182424274572,OUT
Client5,Server,162,PortScan,461.61746452533833,OUT
Client2,Server,240,BruteForce,461.7044040592551,OUT
Client5,Server,842,Exfiltration,461.7515602070696,OUT
Client4,Server,300,BruteForce,461.9038605528516,OUT
Client1,Server,1453,Benign,461.91615217569256,OUT
Client2,Server,999,Exfiltration,462.0028165528248,OUT
Client2,Server,226,PortScan,462.1606058074375,OUT
Client5,Server,196,PortScan,462.2066799301413,OUT
Client4,Server,1638,DDoS,462.24404951551656,OUT
